"源节点ID","目标节点ID","关系类型","空间键","空间名称","证据","权重"
"page:4128807","page:80452847","包含目录","dsxmxx","电视产品项目信息","内销电视产品项目信息 / 芯片平台属性统计与维护","1"
"page:80452847","topic:项目管理","推断主题","dsxmxx","电视产品项目信息","芯片平台属性统计与维护","1"
"page:4128807","page:60068901","包含目录","dsxmxx","电视产品项目信息","内销电视产品项目信息 / 蓝牙机型信息","1"
"page:60068901","topic:项目管理","推断主题","dsxmxx","电视产品项目信息","蓝牙机型信息","1"
"page:4128807","page:44042584","包含目录","dsxmxx","电视产品项目信息","内销电视产品项目信息 / 设置23位机号显示不完整问题排查","1"
"page:44042584","topic:问题与复盘","推断主题","dsxmxx","电视产品项目信息","设置23位机号显示不完整问题排查","1"
"space:DSWXXM","page:22053496","空间首页","DSWXXM","电视外销项目空间","电视外销项目空间 主页","1"
"page:22053496","topic:项目管理","推断主题","DSWXXM","电视外销项目空间","电视外销项目空间 主页","1"
"page:22053496","page:65832373","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 0、外销改善工作","1"
"page:65832373","topic:项目管理","推断主题","DSWXXM","电视外销项目空间","0、外销改善工作","1"
"page:65832373","page:70783292","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 0、外销改善工作 / ALM系统意见及建议收集","1"
"page:70783292","topic:项目管理","推断主题","DSWXXM","电视外销项目空间","ALM系统意见及建议收集","1"
"page:65832373","page:74515696","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 0、外销改善工作 / IPD","1"
"page:74515696","topic:项目管理","推断主题","DSWXXM","电视外销项目空间","IPD","1"
"page:65832373","page:123244184","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 0、外销改善工作 / Reopen问题改善","1"
"page:123244184","topic:问题与复盘","推断主题","DSWXXM","电视外销项目空间","Reopen问题改善","1"
"page:65832373","page:181164676","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 0、外销改善工作 / TVS流程改善/TVSプロセス改善","1"
"page:181164676","topic:规范与流程","推断主题","DSWXXM","电视外销项目空间","TVS流程改善/TVSプロセス改善","1"
"page:65832373","page:87164659","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 0、外销改善工作 / VOC调研2020","1"
"page:87164659","topic:项目管理","推断主题","DSWXXM","电视外销项目空间","VOC调研2020","1"
"page:65832373","page:207398774","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 0、外销改善工作 / 专题改善","1"
"page:207398774","topic:项目管理","推断主题","DSWXXM","电视外销项目空间","专题改善","1"
"page:65832373","page:73339858","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 0、外销改善工作 / 外销电视产品质量诊断2019","1"
"page:73339858","topic:项目管理","推断主题","DSWXXM","电视外销项目空间","外销电视产品质量诊断2019","1"
"page:65832373","page:74521163","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 0、外销改善工作 / 外销软件模块建设","1"
"page:74521163","topic:项目管理","推断主题","DSWXXM","电视外销项目空间","外销软件模块建设","1"
"page:65832373","page:65832379","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 0、外销改善工作 / 改善措施","1"
"page:65832379","topic:问题与复盘","推断主题","DSWXXM","电视外销项目空间","改善措施","1"
"page:65832373","page:65832376","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 0、外销改善工作 / 海外质量问题汇总","1"
"page:65832376","topic:问题与复盘","推断主题","DSWXXM","电视外销项目空间","海外质量问题汇总","1"
"page:65832373","page:121185262","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 0、外销改善工作 / 编码规范-Java","1"
"page:121185262","topic:规范与流程","推断主题","DSWXXM","电视外销项目空间","编码规范-Java","1"
"page:65832373","page:103423391","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 0、外销改善工作 / 软硬结合相关分析和解决问题能力提升","1"
"page:103423391","topic:问题与复盘","推断主题","DSWXXM","电视外销项目空间","软硬结合相关分析和解决问题能力提升","1"
"page:65832373","page:97193862","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 0、外销改善工作 / 需求管理改善课题","1"
"page:97193862","topic:需求与功能","推断主题","DSWXXM","电视外销项目空间","需求管理改善课题","1"
"page:65832373","page:65832521","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 0、外销改善工作 / 项目管控","1"
"page:65832521","topic:项目管理","推断主题","DSWXXM","电视外销项目空间","项目管控","1"
"page:65832373","page:108504876","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 0、外销改善工作 / 风险管控","1"
"page:108504876","topic:项目管理","推断主题","DSWXXM","电视外销项目空间","风险管控","1"
"page:22053496","page:5832741","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 1、项目信息","1"
"page:5832741","topic:项目管理","推断主题","DSWXXM","电视外销项目空间","1、项目信息","1"
"page:5832741","page:23430190","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 1、项目信息 / 项目空间模板参考","1"
"page:23430190","topic:规范与流程","推断主题","DSWXXM","电视外销项目空间","项目空间模板参考","1"
"page:5832741","page:35620594","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 1、项目信息 / 机芯平台项目信息","1"
"page:35620594","topic:项目管理","推断主题","DSWXXM","电视外销项目空间","机芯平台项目信息","1"
"page:5832741","page:35620597","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 1、项目信息 / 外销电视项目公共信息","1"
"page:35620597","topic:项目管理","推断主题","DSWXXM","电视外销项目空间","外销电视项目公共信息","1"
"page:5832741","page:35620604","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 1、项目信息 / 外销电视专项项目信息","1"
"page:35620604","topic:项目管理","推断主题","DSWXXM","电视外销项目空间","外销电视专项项目信息","1"
"page:5832741","page:61378775","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 1、项目信息 / 电视外销市场问题","1"
"page:61378775","topic:问题与复盘","推断主题","DSWXXM","电视外销项目空间","电视外销市场问题","1"
"page:5832741","page:70783582","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 1、项目信息 / 可行性论证记录","1"
"page:70783582","topic:项目管理","推断主题","DSWXXM","电视外销项目空间","可行性论证记录","1"
"page:5832741","page:93786889","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 1、项目信息 / 项目对应人力投入分析","1"
"page:93786889","topic:问题与复盘","推断主题","DSWXXM","电视外销项目空间","项目对应人力投入分析","1"
"page:5832741","page:180272675","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 1、项目信息 / 第三方应用集成项目信息","1"
"page:180272675","topic:设计与架构","推断主题","DSWXXM","电视外销项目空间","第三方应用集成项目信息","1"
"page:5832741","page:181153374","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 1、项目信息 / 媒资集成项目","1"
"page:181153374","topic:设计与架构","推断主题","DSWXXM","电视外销项目空间","媒资集成项目","1"
"page:5832741","page:182064695","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 1、项目信息 / VIDAA TV信息","1"
"page:182064695","topic:项目管理","推断主题","DSWXXM","电视外销项目空间","VIDAA TV信息","1"
"page:5832741","page:182664799","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 1、项目信息 / Store app项目","1"
"page:182664799","topic:项目管理","推断主题","DSWXXM","电视外销项目空间","Store app项目","1"
"page:5832741","page:182665022","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 1、项目信息 / 云端发布规划","1"
"page:182665022","topic:项目管理","推断主题","DSWXXM","电视外销项目空间","云端发布规划","1"
"page:5832741","page:187805230","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 1、项目信息 / 11月份OTA项目重要问题复盘","1"
"page:187805230","topic:问题与复盘","推断主题","DSWXXM","电视外销项目空间","11月份OTA项目重要问题复盘","1"
"page:5832741","page:209109183","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 1、项目信息 / 项目文档管理","1"
"page:209109183","topic:规范与流程","推断主题","DSWXXM","电视外销项目空间","项目文档管理","1"
"page:5832741","page:219096354","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 1、项目信息 / 外销项目认证信息","1"
"page:219096354","topic:培训与知识","推断主题","DSWXXM","电视外销项目空间","外销项目认证信息","1"
"page:5832741","page:222813317","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 1、项目信息 / 云平台项目","1"
"page:222813317","topic:项目管理","推断主题","DSWXXM","电视外销项目空间","云平台项目","1"
"page:5832741","page:236743629","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 1、项目信息 / WebApp管理","1"
"page:236743629","topic:项目管理","推断主题","DSWXXM","电视外销项目空间","WebApp管理","1"
"page:5832741","page:308860130","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 1、项目信息 / Entrust CA 证书","1"
"page:308860130","topic:项目管理","推断主题","DSWXXM","电视外销项目空间","Entrust CA 证书","1"
"page:22053496","page:35620591","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 2、外销电视一级模块","1"
"page:35620591","topic:项目管理","推断主题","DSWXXM","电视外销项目空间","2、外销电视一级模块","1"
"page:35620591","page:34933219","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 2、外销电视一级模块 / Android业务模块","1"
"page:34933219","topic:项目管理","推断主题","DSWXXM","电视外销项目空间","Android业务模块","1"
"page:35620591","page:34246685","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 2、外销电视一级模块 / VIDAA业务模块","1"
"page:34246685","topic:项目管理","推断主题","DSWXXM","电视外销项目空间","VIDAA业务模块","1"
"page:35620591","page:161520711","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 2、外销电视一级模块 / VIDAA技术模块","1"
"page:161520711","topic:项目管理","推断主题","DSWXXM","电视外销项目空间","VIDAA技术模块","1"
"page:35620591","page:219088556","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 2、外销电视一级模块 / Vidaa测试模块负责人","1"
"page:219088556","topic:测试与验证","推断主题","DSWXXM","电视外销项目空间","Vidaa测试模块负责人","1"
"page:35620591","page:267147820","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 2、外销电视一级模块 / VIDAA证书管理","1"
"page:267147820","topic:项目管理","推断主题","DSWXXM","电视外销项目空间","VIDAA证书管理","1"
"page:35620591","page:305506606","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 2、外销电视一级模块 / 外销Vidaa模块-测试分工","1"
"page:305506606","topic:测试与验证","推断主题","DSWXXM","电视外销项目空间","外销Vidaa模块-测试分工","1"
"page:22053496","page:35620976","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 3、海外VIDAA系统平台建设","1"
"page:35620976","topic:项目管理","推断主题","DSWXXM","电视外销项目空间","3、海外VIDAA系统平台建设","1"
"page:35620976","page:87857041","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 3、海外VIDAA系统平台建设 / 0 VIDAA技术","1"
"page:87857041","topic:项目管理","推断主题","DSWXXM","电视外销项目空间","0 VIDAA技术","1"
"page:35620976","page:141074400","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 3、海外VIDAA系统平台建设 / 1 VIDAA平台规划","1"
"page:141074400","topic:项目管理","推断主题","DSWXXM","电视外销项目空间","1 VIDAA平台规划","1"
"page:35620976","page:141074406","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 3、海外VIDAA系统平台建设 / 2 VIDAA平台开发","1"
"page:141074406","topic:项目管理","推断主题","DSWXXM","电视外销项目空间","2 VIDAA平台开发","1"
"page:35620976","page:141074408","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 3、海外VIDAA系统平台建设 / 3 VIDAA平台交付","1"
"page:141074408","topic:项目管理","推断主题","DSWXXM","电视外销项目空间","3 VIDAA平台交付","1"
"page:35620976","page:141074410","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 3、海外VIDAA系统平台建设 / 4 VIDAA平台维护","1"
"page:141074410","topic:项目管理","推断主题","DSWXXM","电视外销项目空间","4 VIDAA平台维护","1"
"page:35620976","page:141074810","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 3、海外VIDAA系统平台建设 / 5 VIDAA团队建设","1"
"page:141074810","topic:项目管理","推断主题","DSWXXM","电视外销项目空间","5 VIDAA团队建设","1"
"page:35620976","page:228352432","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 3、海外VIDAA系统平台建设 / 6 Mars主页","1"
"page:228352432","topic:项目管理","推断主题","DSWXXM","电视外销项目空间","6 Mars主页","1"
"page:35620976","page:301237557","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 3、海外VIDAA系统平台建设 / VIDAA黑屏自动化","1"
"page:301237557","topic:项目管理","推断主题","DSWXXM","电视外销项目空间","VIDAA黑屏自动化","1"
"page:35620976","page:162408523","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 3、海外VIDAA系统平台建设 / 系统架构","1"
"page:162408523","topic:设计与架构","推断主题","DSWXXM","电视外销项目空间","系统架构","1"
"page:22053496","page:36245941","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 4、海外Android项目","1"
"page:36245941","topic:项目管理","推断主题","DSWXXM","电视外销项目空间","4、海外Android项目","1"
"page:36245941","page:107778832","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 4、海外Android项目 / 0、Android软件平台","1"
"page:107778832","topic:项目管理","推断主题","DSWXXM","电视外销项目空间","0、Android软件平台","1"
"page:36245941","page:110697671","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 4、海外Android项目 / 10、安全与隐私管理","1"
"page:110697671","topic:项目管理","推断主题","DSWXXM","电视外销项目空间","10、安全与隐私管理","1"
"page:36245941","page:121179601","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 4、海外Android项目 / 11、GoogleTV","1"
"page:121179601","topic:项目管理","推断主题","DSWXXM","电视外销项目空间","11、GoogleTV","1"
"page:36245941","page:126227243","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 4、海外Android项目 / 12.EMMC写入优化","1"
"page:126227243","topic:项目管理","推断主题","DSWXXM","电视外销项目空间","12.EMMC写入优化","1"
"page:36245941","page:173056362","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 4、海外Android项目 / 13.Android Bootcamp","1"
"page:173056362","topic:项目管理","推断主题","DSWXXM","电视外销项目空间","13.Android Bootcamp","1"
"page:36245941","page:205699522","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 4、海外Android项目 / 14.Android Apps","1"
"page:205699522","topic:项目管理","推断主题","DSWXXM","电视外销项目空间","14.Android Apps","1"
"page:36245941","page:238856260","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 4、海外Android项目 / 15. Google项目认证信息汇总","1"
"page:238856260","topic:培训与知识","推断主题","DSWXXM","电视外销项目空间","15. Google项目认证信息汇总","1"
"page:36245941","page:65182949","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 4、海外Android项目 / 1、Android TV Road Map","1"
"page:65182949","topic:项目管理","推断主题","DSWXXM","电视外销项目空间","1、Android TV Road Map","1"
"page:36245941","page:67634087","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 4、海外Android项目 / 2、在研重点项目","1"
"page:67634087","topic:项目管理","推断主题","DSWXXM","电视外销项目空间","2、在研重点项目","1"
"page:36245941","page:67634112","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 4、海外Android项目 / 3、安卓项目集周例会","1"
"page:67634112","topic:会议与协同","推断主题","DSWXXM","电视外销项目空间","3、安卓项目集周例会","1"
"page:36245941","page:74521524","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 4、海外Android项目 / 4、日本TVS_Android项目","1"
"page:74521524","topic:项目管理","推断主题","DSWXXM","电视外销项目空间","4、日本TVS_Android项目","1"
"page:36245941","page:83990631","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 4、海外Android项目 / 5、 Android CBB模块","1"
"page:83990631","topic:项目管理","推断主题","DSWXXM","电视外销项目空间","5、 Android CBB模块","1"
"page:36245941","page:83302139","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 4、海外Android项目 / 6、性能优化专区","1"
"page:83302139","topic:项目管理","推断主题","DSWXXM","电视外销项目空间","6、性能优化专区","1"
"page:36245941","page:100766727","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 4、海外Android项目 / 7、NPS质量改善课题","1"
"page:100766727","topic:问题与复盘","推断主题","DSWXXM","电视外销项目空间","7、NPS质量改善课题","1"
"page:36245941","page:231406854","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 4、海外Android项目 / 8、ATV&GTV项目SPL管控","1"
"page:231406854","topic:项目管理","推断主题","DSWXXM","电视外销项目空间","8、ATV&GTV项目SPL管控","1"
"page:36245941","page:110691978","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 4、海外Android项目 / 9、Realtek Android R平台方案","1"
"page:110691978","topic:设计与架构","推断主题","DSWXXM","电视外销项目空间","9、Realtek Android R平台方案","1"
"page:36245941","page:164835226","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 4、海外Android项目 / MT9618平台模块负责人","1"
"page:164835226","topic:项目管理","推断主题","DSWXXM","电视外销项目空间","MT9618平台模块负责人","1"
"page:22053496","page:48171251","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 5、海信外网专线信息","1"
"page:48171251","topic:项目管理","推断主题","DSWXXM","电视外销项目空间","5、海信外网专线信息","1"
"page:22053496","page:62033567","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 6、外销电视DB平台对外接口设计","1"
"page:62033567","topic:设计与架构","推断主题","DSWXXM","电视外销项目空间","6、外销电视DB平台对外接口设计","1"
"page:62033567","page:62621043","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 6、外销电视DB平台对外接口设计 / HUI API design(项目编号：329758)","1"
"page:62621043","topic:设计与架构","推断主题","DSWXXM","电视外销项目空间","HUI API design(项目编号：329758)","1"
"page:62033567","page:90937826","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 6、外销电视DB平台对外接口设计 / HUI测试用例优化与完善(HUI Test Case Optimization & Improvement)","1"
"page:90937826","topic:设计与架构","推断主题","DSWXXM","电视外销项目空间","HUI测试用例优化与完善(HUI Test Case Optimization & Improvement)","1"
"page:62033567","page:70164388","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 6、外销电视DB平台对外接口设计 / Js jsplugin API design","1"
"page:70164388","topic:设计与架构","推断主题","DSWXXM","电视外销项目空间","Js jsplugin API design","1"
"page:62033567","page:7340089","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 6、外销电视DB平台对外接口设计 / ModelJS API design","1"
"page:7340089","topic:设计与架构","推断主题","DSWXXM","电视外销项目空间","ModelJS API design","1"
"page:62033567","page:94476607","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 6、外销电视DB平台对外接口设计 / 中间件自动化测试","1"
"page:94476607","topic:设计与架构","推断主题","DSWXXM","电视外销项目空间","中间件自动化测试","1"
"page:22053496","page:67634900","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 7、外销工作手册","1"
"page:67634900","topic:规范与流程","推断主题","DSWXXM","电视外销项目空间","7、外销工作手册","1"
"page:67634900","page:68295207","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 7、外销工作手册 / 0.外销电视业务清单","1"
"page:68295207","topic:规范与流程","推断主题","DSWXXM","电视外销项目空间","0.外销电视业务清单","1"
"page:67634900","page:67634914","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 7、外销工作手册 / 1.外销电视软件主设计工作规范","1"
"page:67634914","topic:设计与架构","推断主题","DSWXXM","电视外销项目空间","1.外销电视软件主设计工作规范","1"
"page:67634900","page:62626367","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 7、外销工作手册 / 2.外销电视软件开发规范","1"
"page:62626367","topic:规范与流程","推断主题","DSWXXM","电视外销项目空间","2.外销电视软件开发规范","1"
"page:67634900","page:73900959","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 7、外销工作手册 / 3.外销电视软件开发自测规范","1"
"page:73900959","topic:规范与流程","推断主题","DSWXXM","电视外销项目空间","3.外销电视软件开发自测规范","1"
"page:67634900","page:95158914","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 7、外销工作手册 / 4.外销电视软件patch规范","1"
"page:95158914","topic:规范与流程","推断主题","DSWXXM","电视外销项目空间","4.外销电视软件patch规范","1"
"page:67634900","page:67634916","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 7、外销工作手册 / 5.外销软件LIT工作规范","1"
"page:67634916","topic:规范与流程","推断主题","DSWXXM","电视外销项目空间","5.外销软件LIT工作规范","1"
"page:67634900","page:104104342","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 7、外销工作手册 / 6.外销电视VIDAA平台设计雷区","1"
"page:104104342","topic:设计与架构","推断主题","DSWXXM","电视外销项目空间","6.外销电视VIDAA平台设计雷区","1"
"page:22053496","page:65834418","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 8、部门培训","1"
"page:65834418","topic:培训与知识","推断主题","DSWXXM","电视外销项目空间","8、部门培训","1"
"page:65834418","page:75861723","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 8、部门培训 / 任职资格考试题库","1"
"page:75861723","topic:培训与知识","推断主题","DSWXXM","电视外销项目空间","任职资格考试题库","1"
"page:65834418","page:67076981","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 8、部门培训 / 培训材料库","1"
"page:67076981","topic:培训与知识","推断主题","DSWXXM","电视外销项目空间","培训材料库","1"
"page:65834418","page:67076978","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 8、部门培训 / 培训计划","1"
"page:67076978","topic:版本与计划","推断主题","DSWXXM","电视外销项目空间","培训计划","1"
"page:65834418","page:67076973","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 8、部门培训 / 培训记录","1"
"page:67076973","topic:培训与知识","推断主题","DSWXXM","电视外销项目空间","培训记录","1"
"page:22053496","page:67083022","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 9、质量记录","1"
"page:67083022","topic:项目管理","推断主题","DSWXXM","电视外销项目空间","9、质量记录","1"
"page:67083022","page:74515923","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 9、质量记录 / 1. 应市项目管理规范性报告","1"
"page:74515923","topic:规范与流程","推断主题","DSWXXM","电视外销项目空间","1. 应市项目管理规范性报告","1"
"page:67083022","page:74515927","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 9、质量记录 / 2. LIT指标压测规范性检查","1"
"page:74515927","topic:规范与流程","推断主题","DSWXXM","电视外销项目空间","2. LIT指标压测规范性检查","1"
"page:67083022","page:67083071","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 9、质量记录 / Android设计文档评审记录","1"
"page:67083071","topic:设计与架构","推断主题","DSWXXM","电视外销项目空间","Android设计文档评审记录","1"
"page:67083022","page:236488140","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 9、质量记录 / DLNA","1"
"page:236488140","topic:项目管理","推断主题","DSWXXM","电视外销项目空间","DLNA","1"
"page:67083022","page:67634960","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 9、质量记录 / LIT测试计划/用例评审记录","1"
"page:67634960","topic:测试与验证","推断主题","DSWXXM","电视外销项目空间","LIT测试计划/用例评审记录","1"
"page:67083022","page:92938640","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 9、质量记录 / OTA版本发布记录","1"
"page:92938640","topic:版本与计划","推断主题","DSWXXM","电视外销项目空间","OTA版本发布记录","1"
"page:67083022","page:67083068","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 9、质量记录 / VIDAA设计文档评审记录","1"
"page:67083068","topic:设计与架构","推断主题","DSWXXM","电视外销项目空间","VIDAA设计文档评审记录","1"
"page:67083022","page:179416802","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 9、质量记录 / VIDAA项目指标记录","1"
"page:179416802","topic:项目管理","推断主题","DSWXXM","电视外销项目空间","VIDAA项目指标记录","1"
"page:67083022","page:67083074","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 9、质量记录 / 产品系统设计文档评审记录","1"
"page:67083074","topic:设计与架构","推断主题","DSWXXM","电视外销项目空间","产品系统设计文档评审记录","1"
"page:67083022","page:68847357","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 9、质量记录 / 影响软件封板质量问题记录","1"
"page:68847357","topic:问题与复盘","推断主题","DSWXXM","电视外销项目空间","影响软件封板质量问题记录","1"
"page:22053496","page:79794423","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 10. 防疫工作","1"
"page:79794423","topic:项目管理","推断主题","DSWXXM","电视外销项目空间","10. 防疫工作","1"
"page:79794423","page:79794496","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 10. 防疫工作 / 每日点检","1"
"page:79794496","topic:项目管理","推断主题","DSWXXM","电视外销项目空间","每日点检","1"
"page:22053496","page:91621964","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 11、海外电视软件管理周例会","1"
"page:91621964","topic:会议与协同","推断主题","DSWXXM","电视外销项目空间","11、海外电视软件管理周例会","1"
"page:91621964","page:112138769","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 11、海外电视软件管理周例会 / 2020年","1"
"page:112138769","topic:会议与协同","推断主题","DSWXXM","电视外销项目空间","2020年","1"
"page:91621964","page:112138780","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 11、海外电视软件管理周例会 / 2021年","1"
"page:112138780","topic:会议与协同","推断主题","DSWXXM","电视外销项目空间","2021年","1"
"page:91621964","page:293177273","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 11、海外电视软件管理周例会 / 9602/6886/6586主板收集信息登记","1"
"page:293177273","topic:会议与协同","推断主题","DSWXXM","电视外销项目空间","9602/6886/6586主板收集信息登记","1"
"page:91621964","page:161218725","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 11、海外电视软件管理周例会 / VIDAA项目管理例会","1"
"page:161218725","topic:会议与协同","推断主题","DSWXXM","电视外销项目空间","VIDAA项目管理例会","1"
"page:22053496","page:91621955","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 12、Others","1"
"page:91621955","topic:项目管理","推断主题","DSWXXM","电视外销项目空间","12、Others","1"
"page:91621955","page:110004740","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 12、Others / 2020-12Hisense&Mediatek 软件技术交流议题搜集","1"
"page:110004740","topic:项目管理","推断主题","DSWXXM","电视外销项目空间","2020-12Hisense&Mediatek 软件技术交流议题搜集","1"
"page:91621955","page:103422771","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 12、Others / 2020传媒高企支撑材料","1"
