"Id","Name","Custom","Orderable","Searchable","ClauseNames","SchemaType","SchemaCustom"
"customfield_14210","文档地址","True","True","True","cf[14210]|文档地址","string","com.atlassian.jira.plugin.system.customfieldtypes:textfield"
"customfield_19904","市场","True","True","True","cf[19904]|市场","string","com.atlassian.jira.plugin.system.customfieldtypes:textarea"
"customfield_15300","技术影响分析","True","True","True","cf[15300]|技术影响分析","string","com.atlassian.jira.plugin.system.customfieldtypes:textarea"
"customfield_14211","负责人","True","True","True","cf[14211]|负责人","user","com.atlassian.jira.plugin.system.customfieldtypes:userpicker"
"customfield_14217","风险等级","True","True","True","cf[14217]|风险等级","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"customfield_14214","风险来源","True","True","True","cf[14214]|风险来源","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"customfield_19900","方案","True","True","True","cf[19900]|方案","string","com.atlassian.jira.plugin.system.customfieldtypes:textarea"
"customfield_17602","方案实施的责任人","True","True","True","cf[17602]|方案实施的责任人","user","com.atlassian.jira.plugin.system.customfieldtypes:userpicker"
"customfield_14215","风险发生概率","True","True","True","cf[14215]|风险发生概率","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"security","安全级别","False","True","True","level","securitylevel",
"customfield_14207","需求终止原因","True","True","True","cf[14207]|需求终止原因","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"customfield_14208","需求类别","True","True","True","cf[14208]|需求类别","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"attachment","附件","False","True","True","attachments","array",
"customfield_24100","软件开发阶段-废弃","True","True","True","cf[24100]|软件开发阶段-废弃","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"customfield_26400","二级技术模块","True","True","True","cf[26400]|二级技术模块","option-with-child","com.atlassian.jira.plugin.system.customfieldtypes:cascadingselect"
"customfield_14201","开始时间","True","True","True","cf[14201]|开始时间","date","com.atlassian.jira.plugin.system.customfieldtypes:datepicker"
"customfield_16501","评估信息","True","True","True","cf[16501]|评估信息","string","com.atlassian.jira.plugin.system.customfieldtypes:textarea"
"customfield_14202","后置任务经办人","True","True","True","cf[14202]|后置任务经办人","user","com.atlassian.jira.plugin.system.customfieldtypes:userpicker"
"customfield_16500","评估事项","True","True","True","cf[16500]|评估事项","string","com.atlassian.jira.plugin.system.customfieldtypes:textarea"
"customfield_14200","里程碑目标","True","True","True","cf[14200]|里程碑目标","string","com.atlassian.jira.plugin.system.customfieldtypes:textarea"
"customfield_14205","PRD","True","True","True","cf[14205]|PRD","string","com.atlassian.jira.plugin.system.customfieldtypes:textfield"
"customfield_14206","UXD","True","True","True","cf[14206]|UXD","string","com.atlassian.jira.plugin.system.customfieldtypes:textfield"
"customfield_14203","目标达成结果","True","True","True","cf[14203]|目标达成结果","string","com.atlassian.jira.plugin.system.customfieldtypes:textarea"
"customfield_18800","二级技术模块-外销","True","True","True","cf[18800]|二级技术模块-外销","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"customfield_14204","重启理由","True","True","True","cf[14204]|重启理由","string","com.atlassian.jira.plugin.system.customfieldtypes:textarea"
"customfield_13108","Software download link","True","True","True","cf[13108]|Software download link","string","com.atlassian.jira.plugin.system.customfieldtypes:textarea"
"customfield_13107","Temporary countermeasure","True","True","True","cf[13107]|Temporary countermeasure","string","com.atlassian.jira.plugin.system.customfieldtypes:textarea"
"customfield_13109","Long term resolution","True","True","True","cf[13109]|Long term resolution","string","com.atlassian.jira.plugin.system.customfieldtypes:textarea"
"customfield_25200","是否是BLOCK问题","True","True","True","cf[25200]|是否是BLOCK问题","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"customfield_25201","同步给第三方进展记录","True","True","True","cf[25201]|同步给第三方进展记录","string","com.atlassian.jira.plugin.system.customfieldtypes:textarea"
"customfield_25202","CI未能发现的原因","True","True","True","cf[25202]|CI未能发现的原因","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"customfield_27500","依赖云端","True","True","True","cf[27500]|依赖云端","option","com.atlassian.jira.plugin.system.customfieldtypes:radiobuttons"
"customfield_25203","TAG号","True","True","True","cf[25203]|TAG号","string","com.atlassian.jira.plugin.system.customfieldtypes:textfield"
"customfield_25204","第三方联系人","True","True","True","cf[25204]|第三方联系人","string","com.atlassian.jira.plugin.system.customfieldtypes:textfield"
